Date,Month,Day,Holiday,chan_1_1,chan_1_2,chan_1_3,chan_1_4,chan_1_5,chan_1_6,chan_1_7,chan_1_8,chan_1_9,chan_1_10,chan_1_11,chan_1_total,chan_2_1,chan_2_2,chan_2_total,chan_3_1,chan_3_2,chan_3_3,chan_3_4,chan_3_5,chan_3_6,chan_3_7,chan_3_8,chan_3_total,chan_4_1,chan_4_2,chan_4_3,chan_4_4,chan_4_5,chan_4_total,int_1,int_2,int_3,int_4,int_5,int_6,Target
20-Feb,Feb,Saturday,0,6.25,0,77.8,338.01,0,0,0,115.73,2.45,111.1,76.9,728.24,5.61,3.55,9.16,0,0,0,0,0,0,14.08,0,14.08,3.74,36.03,83.02,0,0,122.79,6670.6784,10253.6192,89420.5896,128.9728,1124.7564,1728.8832,1
21-Feb,Feb,Sunday,0,0,0,42.68,336.94,0,0,0,114.3,1.84,143.71,72.76,712.23,6.03,3.57,9.6,0,0,1.75,0,0,0,3.78,1.86,5.64,4.86,40.18,98.84,0,0,143.88,6837.408,4016.9772,102475.6524,54.144,1381.248,811.4832,1
22-Feb,Feb,Monday,0,16.64,0,102.85,359.02,0,0,0,125.07,18.15,120.06,87.13,828.92,3.03,3.66,6.69,0,0,17.34,0,0,0,6.61,4.89,11.5,5.08,39.82,99.13,0,0,144.03,5545.4748,9532.58,119389.3476,76.935,963.5607,1656.345,10
23-Feb,Feb,Tuesday,0,0,0,90.16,350.8,0,0,0,113.29,8.31,232.12,70.54,865.22,5.4,3.6,9,0,1,6.87,0,0,0,7.54,3.71,11.25,4.86,0,100.06,0,0,104.92,7786.98,9733.725,90778.8824,101.25,944.28,1180.35,9
24-Feb,Feb,Wednesday,0,5.73,0,84.32,352.42,0,0,0,117.78,2.01,84.25,68.25,714.76,3.5,3.7,7.2,0,0,10.46,0,0,1.09,12.37,4.42,17.88,5.3,0,0,0,0,5.3,5146.272,12779.9088,3788.228,128.736,38.16,94.764,8
25-Feb,Feb,Thursday,0,2.01,8.06,84.96,337.87,0,0,0,117.37,18.59,143.15,72.48,784.49,0.16,3.47,3.63,0,1.53,0,0,0,0,8.98,4.98,13.96,4.85,0,0,0,0,4.85,2847.6987,10951.4804,3804.7765,50.6748,17.6055,67.706,12
26-Feb,Feb,Friday,0,0,0,74.84,330.35,0,0,0,111.28,30.21,175.41,67.97,790.06,3.8,3.44,7.24,0,0,0,0,0,0,12.55,0.86,13.41,5.02,0,0,0,0,5.02,5720.0344,10594.7046,3966.1012,97.0884,36.3448,67.3182,8
27-Feb,Feb,Saturday,0,0.37,0,67.44,308.33,0,0,0,92.55,0,140,61.77,670.46,0,0,0,0,0,0,0,0,0,4.32,2.88,7.2,5.03,0,0,0,0,5.03,0,4827.312,3372.4138,0,0,36.216,0
28-Feb,Feb,Sunday,0,0,3.33,58.69,296.38,0,0,0,85.03,0,85.65,52.89,581.97,0,0,0,0,0,0,0,0,0,11.19,0,11.19,4.95,0,0,0,0,4.95,0,6512.2443,2880.7515,0,0,55.3905,0
1-Mar,Mar,Monday,0,0.59,0,92.17,338.37,0,0,0,118.94,13.22,149.71,77.49,790.49,0,0,0,0,0.86,3.83,0,0,0,13.25,0.94,14.19,4.99,0,0,0,0,4.99,0,11217.0531,3944.5451,0,0,70.8081,11
2-Mar,Mar,Tuesday,0,20.48,5.61,78.72,333.75,0,0,0,122.58,8.36,155.35,76.65,801.5,0,0,0,0,0,16.44,0,0,0,5.14,0,5.14,5.25,0,0,0,0,5.25,0,4119.71,4207.875,0,0,26.985,12
3-Mar,Mar,Wednesday,0,8.04,9.39,75.93,330.64,0,0,0,117.25,5.07,122.74,71.7,740.76,0,0,0,0,0,11.71,0,0,0,8.25,2.4,10.65,5.04,0,0,0,0,5.04,0,7889.094,3733.4304,0,0,53.676,8
4-Mar,Mar,Thursday,0,3.92,18.38,74.69,330.89,0,0,0,111.36,12.67,118.89,72.31,743.11,0,0,0,0,1.1,12.02,15.02,88.93,0,10.02,7.3,106.25,9.25,0,0,0,0,9.25,0,78955.4375,6873.7675,0,0,982.8125,11
5-Mar,Mar,Friday,0,1.46,1.77,77.13,312.8,0,0,0,107.02,6.21,125.97,70.65,703.01,0,0,0,0,0,4.19,15.12,24.39,0,10.39,10.71,45.49,16.31,0,0,0,0,16.31,0,31979.9249,11466.0931,0,0,741.9419,14
6-Mar,Mar,Saturday,0,0,0,79.21,315.54,0,0,0,109.06,0,107.78,75.03,686.62,0,0,0,0,0,7.61,15.56,16.56,0,8.56,13.83,38.95,14.95,0,0,0,0,14.95,0,26743.849,10264.969,0,0,582.3025,0
7-Mar,Mar,Sunday,0,0,2.02,73.81,314.21,0,0,0,108.54,3.21,111.67,67.68,681.14,0,0,0,0,0,4.82,13.07,27.73,0,10.52,2.94,41.19,15.73,0,0,0,0,15.73,0,28056.1566,10714.3322,0,0,647.9187,2
8-Mar,Mar,Monday,0,1.46,0,79.05,336.57,0,0,0,114.42,15.22,107.35,81.17,735.24,0,0,0,0,0,1.62,15.25,17.77,1.76,10.76,9.93,40.22,15.77,0,0,0,0,15.77,0,29571.3528,11594.7348,0,0,634.2694,16
9-Mar,Mar,Tuesday,0,0,0,88.58,333.31,0,0,0,114.09,2.58,127.44,72.63,738.63,0,0,0,0,0,9.21,14.08,26.69,0,7.01,2.11,35.81,16.04,0,0,0,0,16.04,0,26450.3403,11847.6252,0,0,574.3924,7
10-Mar,Mar,Wednesday,0,8.85,20.89,73.53,324.32,0,0,0,109.96,17.03,119.59,69.42,743.59,0,0,0,0,0,12.24,15.49,32.07,0,2.99,20.93,55.99,16.02,0,0,0,0,16.02,0,41633.6041,11912.3118,0,0,896.9598,11
11-Mar,Mar,Thursday,0,4.29,0,73.5,323.47,0,0,0,114.08,9.84,115.9,69.89,710.97,0,0,0,0,0,9.34,18.56,23.4,0,1.9,16.44,41.74,15.76,0,0,0,0,15.76,0,29675.8878,11204.8872,0,0,657.8224,4
12-Mar,Mar,Friday,0,0,1.3,69.39,317.02,0,0,0,107.98,7.03,106.23,67.39,676.34,0,0,0,0,0,1.32,14.64,27.36,0,3.52,0.7,31.58,16.26,0,0,0,0,16.26,0,21358.8172,10997.2884,0,0,513.4908,11
13-Mar,Mar,Saturday,0,0,10.68,71.87,308.49,0,0,0,107.72,0.1,111.47,81.01,691.34,0,0,0,0,0,7.9,14.93,10.26,0,15.73,0,25.99,16.42,0,0,0,0,16.42,0,17967.9266,11351.8028,0,0,426.7558,1
14-Mar,Mar,Sunday,0,0,0,69.14,307.12,0,0,0,106.25,0,134.25,65.82,682.58,0,0,0,0,0,10.7,10.04,12.77,0,9.1,2.64,24.51,15.79,0,0,0,0,15.79,0,16730.0358,10777.9382,0,0,387.0129,0
15-Mar,Mar,Monday,0,0,15.15,78.22,327.92,0,0,0,113.03,9.44,133.16,77.25,754.17,0,0,0,0,0,3.72,15.28,26.31,0,15.42,16.08,57.81,14.77,0,0,0,0,14.77,0,43598.5677,11139.0909,0,0,853.8537,19
16-Mar,Mar,Tuesday,0,0,26.38,71.44,323,0,0,5.52,110.51,9.86,110.22,67.35,724.28,0,0,0,0,0,2.62,11.59,15.57,0,12.93,5.93,34.43,9.77,0,0,0,0,9.77,0,24936.9604,7076.2156,0,0,336.3811,4
17-Mar,Mar,Wednesday,0,2.1,8.55,73.52,317.63,0,0,0,108.53,0.05,121.65,71.27,703.3,0,0,0,0,0,0,15.6,14.18,0,14.79,3.68,32.65,9.8,0,0,0,0,9.8,0,22962.745,6892.34,0,0,319.97,5
18-Mar,Mar,Thursday,0,0.55,0,72.66,317.63,0,0,0,109.21,0,124.9,68.32,693.27,0,0,0,2.5,0,13.47,14.24,13.27,1.95,16.1,17.28,48.6,5.56,48.84,62.71,0,0,117.11,0,33692.922,81188.8497,0,0,5691.546,8
19-Mar,Mar,Friday,0,3.99,0,83.27,305.03,0,0,0,102.9,3.61,117.55,68.61,684.96,0,0,0,0,0,8.08,15.25,8.08,0,11.81,7.46,27.35,4.88,48.25,72.17,0,0,125.3,0,18733.656,85825.488,0,0,3426.955,3
20-Mar,Mar,Saturday,0,0,0,64.21,304.19,0,0,0,111.38,2.52,116.27,65.11,663.68,0,0,0,0,0,2.39,13.07,14.47,0,0,0,14.47,4.42,46.79,71.08,0,0,122.29,0,9603.4496,81161.4272,0,0,1769.5363,1
21-Mar,Mar,Sunday,0,0,9.42,68.99,307.12,0,0,0,100.26,0,102.38,62.95,651.12,0,0,0,0,0,4.36,12.49,18.89,1.07,3.47,10.47,33.9,4.89,39.68,75.69,0,0,120.26,0,22072.968,78303.6912,0,0,4076.814,2
22-Mar,Mar,Monday,0,9.56,7.45,77.53,318.94,0,0,0,112.49,24.51,119.45,68.58,738.51,0,0,0,0,0,5.83,15.13,11.89,0,3.81,5.8,21.5,4.87,40.12,75.64,0,0,120.63,0,15877.965,89086.4613,0,0,2593.545,8
23-Mar,Mar,Tuesday,0,3.09,7.7,72.81,322.57,0,0,0,109.93,7.5,100.02,69.32,692.94,0,0,0,1,0,6.07,17.58,0,0,9.87,13.4,23.27,5.33,39.55,75.26,0,0,120.14,0,16124.7138,83249.8116,0,0,2795.6578,9
24-Mar,Mar,Wednesday,0,0,3.77,67.6,308.69,0,0,0,104.06,13.1,122.09,66.65,685.96,0,0,0,0,0,3.13,16.21,0,0,13,16.13,29.13,4.91,40.98,72.8,0,0,118.69,0,19982.0148,81416.5924,0,0,3457.4397,10
25-Mar,Mar,Thursday,0,2.74,0,69.88,309.34,0,0,0,105.08,21.08,116.66,67.02,691.8,0,0,0,0,2.78,0,9.19,0,0.05,8.19,4.91,13.15,4.97,40.92,76.23,0,0,122.12,0,9097.17,84482.616,0,0,1605.878,8
26-Mar,Mar,Friday,0,3.82,0,64.2,294.28,0,0,0,104.5,10.46,110.17,66.69,654.12,0,0,0,0,0,2.97,16.38,0,0,10.14,15.83,25.97,5.32,40.07,75.4,0,0,120.79,0,16987.4964,79011.1548,0,0,3136.9163,5
27-Mar,Mar,Saturday,0,0,4.95,63.02,299.56,0,0,0,97.77,0,109.91,58.24,633.45,0,0,0,0,0,4.13,14.78,0,0,10.09,3.44,13.53,4.71,38.68,73.98,0,0,117.37,0,8570.5785,74348.0265,0,0,1588.0161,2
28-Mar,Mar,Sunday,0,1.78,0,64.56,290.89,0,0,0,98.09,0.68,112.52,61.3,629.82,0,0,0,0,0,6.72,7.78,0,0,8.9,4.49,13.39,5.02,40.12,87.22,0,0,132.36,0,8433.2898,83362.9752,0,0,1772.3004,6
29-Mar,Mar,Monday,0,6.25,0,61.79,294.51,0,0,0,98.48,12.52,109.08,57.51,640.14,0,0,0,0,0,11.48,18.43,4.25,0,11.44,12.38,28.07,5.03,40.77,86.95,0,0,132.75,0,17968.7298,84978.585,0,0,3726.2925,5
30-Mar,Mar,Tuesday,0,2.43,0,60.43,284.88,0,0,0,95.29,5.26,106.8,56.93,612.02,0,0,0,0,2.42,15.1,21.01,0,1,15.09,6.14,22.23,5.1,39.11,87.07,0,0,131.28,0,13605.2046,80345.9856,0,0,2918.3544,10
31-Mar,Mar,Wednesday,0,4.12,9.79,58.68,275.1,0,0,0,93.24,2.28,100.71,55.96,599.88,0,0,0,0,1.33,10.27,21.01,0,0,2.47,3.15,5.62,4.88,0,0,0,0,4.88,0,3371.3256,2927.4144,0,0,27.4256,11
1-Apr,Apr,Thursday,0,0,7.25,79.97,336.87,0,0,0,115.83,0,118.44,75,733.36,0,0,0,0,2.27,13.84,15.07,18.55,0,11.51,6.44,36.5,11.02,0,0,0,0,11.02,0,26767.64,8081.6272,0,0,402.23,7
2-Apr,Apr,Friday,0,0,2.69,75.44,323.89,0,0,0,113.55,0,82.98,71.35,669.9,0,0,0,0,0,1.4,8.74,31.18,0,10.7,0.67,42.55,19.3,0,0,0,0,19.3,0,28504.245,12929.07,0,0,821.215,6
3-Apr,Apr,Saturday,0,0,0,60.66,327.45,0,0,0,114.89,0,89.48,75.78,668.26,0,0,0,0,0,5.4,12.11,52.55,0,5.32,1.47,59.34,19.83,0,0,0,0,19.83,0,39654.5484,13251.5958,0,0,1176.7122,2
4-Apr,Apr,Sunday,0,3.87,0,92.79,340.68,0,0,0,115.13,0,158.01,73.67,784.15,0,0,0,0,0,7.44,11.12,31.24,0,7.61,4.79,43.64,20.3,0,0,0,0,20.3,0,34220.306,15918.245,0,0,885.892,2
5-Apr,Apr,Monday,0,7.39,13.27,94.89,540.41,0,0,0,360.32,8.42,148.04,186.66,1359.4,0,0,0,0,0,2.84,15.11,29.77,1.78,10.97,7.59,50.11,19.85,0,0,0,0,19.85,0,68119.534,26984.09,0,0,994.6835,17
6-Apr,Apr,Tuesday,0,0.52,14,81.94,524.58,0,0,0,345.91,24.29,154.25,156.1,1301.59,0,0,0,0,0,1,12.23,34.53,0,7.74,3.09,45.36,19.97,0,0,0,0,19.97,0,59040.1224,25992.7523,0,0,905.8392,17
7-Apr,Apr,Wednesday,0,6.9,0,78.57,544.33,0,0,0,346.63,7.48,149.7,134.83,1268.44,0,0,0,0,7.59,4.9,17.46,21.06,1.5,12.4,12.78,47.74,20.33,0,0,0,0,20.33,0,60555.3256,25787.3852,0,0,970.5542,22
8-Apr,Apr,Thursday,0,4.69,1.92,79.21,515.3,0,0,0,339.96,14.38,188.21,230,1373.67,0,0,0,0,0,3.84,15.78,15.08,0,10.97,5.96,32.01,19.85,0,0,0,0,19.85,0,43971.1767,27267.3495,0,0,635.3985,7
9-Apr,Apr,Friday,0,0,0,80.33,479.61,0,0,0,328.1,17.39,222.66,169.85,1297.94,0,0,0,0.25,0,2.53,16.27,32.76,0,7.65,5.17,45.58,19.62,0,0,0,0,19.62,0,59160.1052,25465.5828,0,0,894.2796,3
10-Apr,Apr,Saturday,0,0.11,0,86.41,468.24,0,0,0,330.15,2.18,159.77,177.04,1223.9,0,0,0,0,0,8.39,15.37,31.68,0,4.55,7.61,43.84,20.08,0,0,0,0,20.08,0,53655.776,24575.912,0,0,880.3072,1
11-Apr,Apr,Sunday,0,0,0,76.83,431.15,0,0,0,326.98,6.01,211.02,127.03,1179.02,0,0,0,0,0,0.5,14.52,22.32,1.95,11.85,12.36,48.48,19.58,0,0,0,0,19.58,0,57158.8896,23085.2116,0,0,949.2384,2
12-Apr,Apr,Monday,0,0.17,11.92,77.08,590.15,0,0,0,343.95,5.44,241.85,218.94,1489.5,0,0,0,0,0,12.73,16.44,15.54,0,8.47,8.19,32.2,20.85,0,0,0,0,20.85,0,47961.9,31056.075,0,0,671.37,13
13-Apr,Apr,Tuesday,0,4.17,0.92,79.6,535.04,0,0,0,347.28,2.98,225.01,198.72,1393.72,0,0,0,0,0,12.14,15.23,10.76,0,19.32,1.88,31.96,12.42,0,0,0,0,12.42,0,44543.2912,17310.0024,0,0,396.9432,12
14-Apr,Apr,Wednesday,0,0,1.07,74.74,523.64,0,0,0,339.69,5.71,209.26,220.51,1374.62,0,0,0,0,0,6.44,14.82,20.82,0,9.83,11.18,41.83,5.04,30.72,73.6,0,0,109.36,0,57500.3546,150328.4432,0,0,4574.5288,9
15-Apr,Apr,Thursday,0,9.99,0,73.68,511.07,0,0,0,336.08,4.5,155.97,260.17,1351.46,0,0,0,0,0,5.42,15.49,14.86,0,2.33,1.6,18.79,5.15,31.18,74.48,0,0,110.81,0,25393.9334,149755.2826,0,0,2082.1199,7
16-Apr,Apr,Friday,0,0,2.47,75.74,507.71,0,0,0,326.04,4.32,91.83,224.42,1232.53,0,0,0,0.29,0,7,16.05,11.08,0,4.39,0,15.47,4.85,33.35,77.09,0,0,115.29,0,19067.2391,142098.3837,0,0,1783.5363,12
17-Apr,Apr,Saturday,0,0,14.58,74.44,489.63,0,0,0,325.04,0,83.04,109.42,1096.15,0,0,0,0,0,5.99,6.03,15.74,2.97,4.48,3.6,26.79,4.81,29.28,74.71,0,0,108.8,0,29365.8585,119261.12,0,0,2914.752,4
18-Apr,Apr,Sunday,0,0,0,73.31,465.97,0,0,0,328.48,0,165.05,176.55,1209.36,0,0,0,0,0,0,5.61,10.42,0,7.62,2.21,20.25,5.41,29.95,72,0,0,107.36,0,24489.54,129836.8896,0,0,2174.04,1
19-Apr,Apr,Monday,0,0,5.98,78.28,549.6,0,0,0,345.56,14.51,167.88,178.6,1340.41,0,0,0,0,1.74,4.16,14.08,18.3,1.69,12.71,11.9,44.6,5,30.4,71.89,0,0,107.29,0,59782.286,143812.5889,0,0,4785.134,17
20-Apr,Apr,Tuesday,0,10.98,0,72.9,520.52,0,0,0,339.13,20.33,183.09,153.35,1300.3,0,0,0,0,0,0,17.23,23.77,0,4.79,2.87,31.43,5.42,30.42,72.74,0,0,108.58,0,40868.429,141186.574,0,0,3412.6694,15
21-Apr,Apr,Wednesday,0,0,6.6,73.2,503.75,0,0,0,335.3,0,204.46,203.05,1326.36,0,0,0,0,0,5.21,17.22,13.3,3.86,14.46,12.62,44.24,5.01,29.33,70.63,0,0,104.97,0,58678.1664,139228.0092,0,0,4643.8728,19
22-Apr,Apr,Thursday,0,0.78,0,71.06,396.95,0,0,0,333.46,5.24,161.37,208.01,1176.87,0,0,0,0,0,0,16.77,0,0,7.61,0,7.61,5.24,30.39,72.38,0,0,108.01,0,8955.9807,127113.7287,0,0,821.9561,8
23-Apr,Apr,Friday,0,0.16,0,72.67,522.22,0,0,0,315.41,1.73,197.15,168.16,1277.5,0,0,0,0,2.67,1.89,18.15,0,0,13.07,0,13.07,4.44,30.71,73.58,0,0,108.73,0,16696.925,138902.575,0,0,1421.1011,4
24-Apr,Apr,Saturday,0,0,7.05,74.2,342.81,0,0,0,312.88,0,126.65,82.5,946.09,0,0,0,0,0,3.74,17.55,0,0,0,7.46,7.46,4.48,28.8,70.78,0,0,104.06,0,7057.8314,98450.1254,0,0,776.2876,1
25-Apr,Apr,Sunday,0,9.74,2.61,66.42,381.8,0,0,0,314.43,0,129.64,117.71,1022.35,0,0,0,0,0,0,14.51,0,0,5.06,4.37,9.43,5.29,30.9,83.56,0,0,119.75,0,9640.7605,122426.4125,0,0,1129.2425,5
26-Apr,Apr,Monday,0,0.91,9.59,71.8,231.27,0,0,0,330.53,19.74,104.16,104.3,872.3,0,0,0,0,0,4.33,15.26,0,0,10.56,8.9,19.46,5,30.93,84,0,0,119.93,0,16974.958,104614.939,0,0,2333.8378,6
27-Apr,Apr,Tuesday,0,0.43,2.86,65.44,108.88,0,0,0,110.15,7.98,92.34,106.46,494.54,0,0,0,0,0,8.1,16.42,0,0.64,6.97,6.61,14.22,2.5,15.53,45.6,0,0,63.63,0,7032.3588,31467.5802,0,0,904.8186,10
28-Apr,Apr,Wednesday,0,2.16,0,46.4,80.5,0,0,0,80.09,20.84,78.65,79.73,388.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
29-Apr,Apr,Thursday,0,0.1,4.38,40.27,88.82,0,0,0,80.61,10.5,75.19,68.4,368.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
30-Apr,Apr,Friday,0,1.34,5.65,33.24,54.55,0,0,0,64.3,9.99,71.09,75.05,315.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May,May,Saturday,0,4.16,0,120.63,227.89,0,0,0,230.92,0,144.85,98.84,827.29,0,0,0,0,0,0,13.76,36.91,0,2.9,0,39.81,5.87,0,0,0,0,5.87,0,32934.4149,4856.1923,0,0,233.6847,4
2-May,May,Sunday,0,0,0,127.25,257.4,0,0,0,226.1,0,136.09,164.61,911.45,0,0,0,0,0,1.42,15.6,32.51,0,12.11,5.1,49.72,4.8,0,0,0,0,4.8,0,45317.294,4374.96,0,0,238.656,2
3-May,May,Monday,0,3.38,6.52,166.16,684.08,0,0,0,749.08,6.72,186.63,214.5,2017.07,0,0,0,0,1.38,8.56,15.58,25.52,5.16,9.24,11.54,51.46,5.02,0,0,0,0,5.02,0,103798.4222,10125.6914,0,0,258.3292,22
4-May,May,Tuesday,0,0,9.05,139.11,747.25,0,0,0,723.42,2.46,220.85,143.01,1985.15,0,0,0,0,3.21,1.97,14.53,35.44,0,2.1,6.02,43.56,14.09,0,0,0,0,14.09,0,86473.134,27970.7635,0,0,613.7604,14
5-May,May,Wednesday,0,0,10.37,131.26,670.66,0,0,0,730.1,7.88,166.68,203.67,1920.62,0,0,0,0,0,0,13.84,26.77,1.69,5.34,8.72,42.52,19.51,0,0,0,0,19.51,0,81664.7624,37471.2962,0,0,829.5652,15
6-May,May,Thursday,0,5.71,2.38,147.3,672.72,0,0,0,718.42,0,148.77,140.51,1835.81,0,0,0,0,0,4.9,15.35,20.42,3.58,4.31,6.61,34.92,20.61,0,0,0,0,20.61,0,64106.4852,37836.0441,0,0,719.7012,12
7-May,May,Friday,0,0,3.76,158.68,406.66,0,0,0,687.32,0,161.46,47.36,1465.24,0,0,0,0,0,2.11,12.61,23.81,0,3.71,6.89,34.41,18.62,0,0,0,0,18.62,0,50418.9084,27282.7688,0,0,640.7142,6
8-May,May,Saturday,0,0,0,122.95,348.43,0,0,0,698.01,0,78.84,19.92,1268.15,0,0,0,0,0,0,14.31,19.36,0,12.03,0,31.39,18.63,0,0,0,0,18.63,0,39807.2285,23625.6345,0,0,584.7957,0
9-May,May,Sunday,0,4.66,0,162.18,522.13,0,0,0,685.97,4.74,90.7,138.43,1608.81,0,0,0,0,0,4.17,15.03,12.31,0,4.15,14.83,31.29,21.25,0,0,0,0,21.25,0,50339.6649,34187.2125,0,0,664.9125,2
10-May,May,Monday,0,0,2.32,180.34,730.85,0,0,0,738.69,15.05,129.36,258.69,2055.3,0,0,0,0,0.86,0,15.7,14.87,1.66,7.52,10.29,34.34,19.21,0,0,0,0,19.21,0,70579.002,39482.313,0,0,659.6714,21
11-May,May,Tuesday,0,0,0,196.7,172.48,0,83.48,0,527.88,7.45,208.31,152.66,1348.96,0,0,0,0,1,6.61,14.71,15.7,0,9.24,0,24.94,12.11,0,0,0,0,12.11,0,33643.0624,16335.9056,0,0,302.0234,11
12-May,May,Wednesday,0,2.88,6.26,163.66,58.85,0,79.25,0,283.93,11.01,190.2,144.44,940.48,0,0,0,0,0,1.9,11.89,17.54,0,2.23,11.24,31.01,8.12,0,0,0,0,8.12,0,29164.2848,7636.6976,0,0,251.8012,12
13-May,May,Thursday,0,13.28,0,47.32,41.08,0,148.15,0,123.03,11.58,38.64,58.59,481.67,0,0,0,0,0,4.09,13.73,11.33,0,2.18,14,27.51,7.59,0,0,0,0,7.59,0,13250.7417,3655.8753,0,0,208.8009,12
14-May,May,Friday,0,0,2.1,36.89,38.12,1.71,105.28,0,41.23,1.24,39.61,50.84,317.02,0,0,0,0,0,6.9,15.23,15.96,0,1.54,0,17.5,8.47,0,0,0,0,8.47,0,5547.85,2685.1594,0,0,148.225,5
15-May,May,Saturday,0,0,0,27.02,37.56,0,9.04,0,35.34,0,36.51,45.97,191.44,0,0,0,0,0,3.51,14.57,17.9,0,0,2.89,20.79,7.13,0,0,0,0,7.13,0,3980.0376,1364.9672,0,0,148.2327,0
16-May,May,Sunday,0,0,0,31.02,31.1,0,36.5,0,34.72,0,44.55,50.77,228.66,0,0,0,0,0,8.99,13.33,17.58,0,4.16,3.77,25.51,8.42,0,0,0,0,8.42,0,5833.1166,1925.3172,0,0,214.7942,4
17-May,May,Monday,0,16.89,0,27.11,27.88,4.98,222.78,0,37.96,5.83,30.32,53.59,427.34,0,0,0,0,0,11.56,14.27,16.59,0,5.09,1.36,23.04,8.86,0,0,0,0,8.86,0,9845.9136,3786.2324,0,0,204.1344,18
18-May,May,Tuesday,0,0.35,0,21.76,26.29,0,65.59,0,37.57,21.29,28.71,56.67,258.23,0,0,0,0,0,2.32,15.8,20.7,0,7.43,2.79,30.92,7.92,0,0,0,0,7.92,0,7984.4716,2045.1816,0,0,244.8864,9
19-May,May,Wednesday,0,7.61,2.89,16.84,14.7,3.7,74.43,4.21,35.1,8.72,26.86,30.42,225.48,0,0,0,1,1,7.18,15.61,12.65,0,10.1,12.43,35.18,7.61,0,0,0,0,7.61,0,7932.3864,1715.9028,0,0,267.7198,19
20-May,May,Thursday,0,8.78,0,15.62,12.6,3.3,84.23,2.98,19.28,2.19,17.1,27.45,193.53,0,0,0,0,0,0,15.14,33.64,0,0,13.99,47.63,7.71,0,0,0,0,7.71,0,9217.8339,1492.1163,0,0,367.2273,13
21-May,May,Friday,0,0.37,0,12.01,9.31,0,54.27,0,17.55,0,9.62,19.74,122.87,0,0,0,0,2.26,1.25,10.35,28.99,0,10.62,3.62,43.23,5.92,0,0,0,0,5.92,0,5311.6701,727.3904,0,0,255.9216,4
22-May,May,Saturday,0,0,0,5.9,14.48,0,39.78,0,17.34,3.7,14.18,12.09,107.47,0,0,0,0,0,2.15,14.02,11.47,0,13,2.39,26.86,4.23,0,0,0,0,4.23,0,2886.6442,454.5981,0,0,113.6178,2
23-May,May,Sunday,0,0,0,14.57,9.1,15.34,27.05,0,17.29,1.85,12.15,15.02,112.37,0,0,0,0,0,0.94,11.22,0,0,11.27,8.36,19.63,5.49,0,0,0,0,5.49,0,2205.8231,616.9113,0,0,107.7687,6
24-May,May,Monday,0,10.66,0,13.61,11.67,10.5,140,0,16.24,24.09,8.67,35.24,270.68,0,0,0,1.72,0,10.08,15.82,0,0,8.8,3.81,12.61,5.45,0,0,0,0,5.45,0,3413.2748,1475.206,0,0,68.7245,12
25-May,May,Tuesday,0,0,0,21.62,14.29,5.02,110.26,0,18.43,8.9,14.04,42.51,235.07,0,0,0,0,1.55,5.78,12.64,0,0,15.5,8.48,23.98,2.7,0,0,0,0,2.7,0,5636.9786,634.689,0,0,64.746,14
26-May,May,Wednesday,0,6.35,0,10.01,8.7,13.08,65.74,0,10.65,5.96,8.32,16.94,145.75,0,0,0,0,0,1.72,16.13,0,2.03,15.03,14.37,31.43,0,0,0,0,0,0,0,4580.9225,0,0,0,0,7
27-May,May,Thursday,0,7.3,0,5.28,7.82,14.06,32.93,0,10.68,3.78,8.12,17.4,107.37,0,0,0,0,1,1.67,19.16,0,1.12,2.49,12.53,16.14,0,0,0,0,0,0,0,1732.9518,0,0,0,0,7
28-May,May,Friday,0,6.71,0,4.53,5.83,0,47.78,0,13.57,0,4.93,3.71,87.06,0,0,0,0,1,1.86,15.62,0,0,2.77,0.8,3.57,0,0,0,0,0,0,0,310.8042,0,0,0,0,4
29-May,May,Saturday,0,0,0,1.91,6.12,0,9.3,0,8.47,0,1,20.72,47.52,0,0,0,0,0,14.41,10.02,0,0,8.89,2.33,11.22,0,0,0,0,0,0,0,533.1744,0,0,0,0,0
30-May,May,Sunday,0,0,0,13.08,6.04,2.93,44.18,0,9.91,0,7.67,4.69,88.5,0,0,0,0,0,0,10.39,0,0,6.55,15.35,21.9,0,0,0,0,0,0,0,1938.15,0,0,0,0,4
31-May,May,Monday,1,23.03,0,15.41,5.86,8.03,9.54,0,9.89,0,6.36,18.15,96.27,0,0,0,0,0,2.2,18.52,0,0,11.77,0.66,12.43,0,0,0,0,0,0,0,1196.6361,0,0,0,0,6
1-Jun,Jun,Tuesday,0,5.39,0,7.91,9.75,14.67,63.14,0,11.41,1.95,11.43,12.6,138.25,0,0,0,0,5.55,5.01,12.94,40.35,0,2.46,6.1,48.91,0,0,0,0,0,0,0,6761.8075,0,0,0,0,13
2-Jun,Jun,Wednesday,0,8.15,0,7.32,5.16,7.3,57.45,0,10.2,8.4,4.5,10.74,119.22,0,0,0,0,0,16.44,15.18,23.53,0,5.16,19.38,48.07,5.91,0,0,0,0,5.91,0,5730.9054,704.5902,0,0,284.0937,7
